weather,visibility,road_type,lighting,traffic_density,speed_limit,time_of_day,accident_risk
Drizzle,7.408,Highway,Daylight,High,50,Evening,Medium
Clear,0.4,Urban,Dawn/Dusk,Medium,40,Morning,Medium
Clear,4.461,Highway,Night-unlit,Very High,60,Afternoon,High
Rain,9.679,Urban,Daylight,High,30,Night,Medium
Fog,5.544,Highway,Night-lit,Medium,80,Night,High
Clear,8.202,Intersection,Night-lit,High,40,Morning,Medium
Rain,9.625,Urban,Dawn/Dusk,Very High,40,Afternoon,Medium
Clear,4.144,Urban,Dawn/Dusk,High,30,Afternoon,Medium
Clear,6.896,Urban,Daylight,Very High,80,Morning,Medium
Clear,7.911,Intersection,Night-unlit,High,30,Afternoon,Medium
Fog,5.879,Urban,Daylight,Very High,50,Morning,High
Rain,2.016,Rural,Night-unlit,High,80,Evening,High
Fog,7.261,Intersection,Night-lit,Very High,80,Night,High
Drizzle,2.096,Rural,Daylight,High,100,Afternoon,High
Rain,4.373,Urban,Dawn/Dusk,Low,40,Morning,Medium
Clear,8.226,Urban,Night-lit,High,80,Morning,Medium
Clear,5.004,Rural,Night-lit,Medium,100,Evening,Medium
Clear,6.793,Intersection,Dawn/Dusk,High,60,Night,High
Clear,3.973,Urban,Night-unlit,Medium,40,Evening,Medium
Drizzle,6.306,Urban,Daylight,Very High,40,Night,Medium
Rain,6.486,Highway,Daylight,Low,30,Afternoon,Low
Clear,5.966,Intersection,Daylight,Very High,80,Night,High
Rain,5.958,Intersection,Night-lit,Medium,50,Night,Medium
Clear,3.215,Highway,Night-lit,High,40,Night,High
Clear,7.788,Highway,Dawn/Dusk,High,40,Evening,Medium
Clear,6.591,Highway,Dawn/Dusk,Low,30,Afternoon,Low
Clear,5.453,Highway,Daylight,Medium,60,Night,Medium
Drizzle,4.736,Urban,Dawn/Dusk,Very High,40,Evening,High
Rain,4.296,Urban,Night-lit,Low,80,Night,High
Fog,7.011,Urban,Daylight,High,80,Afternoon,High
Fog,4.56,Highway,Night-unlit,Very High,50,Evening,High
Clear,6.612,Highway,Night-lit,High,100,Morning,High
Rain,5.994,Rural,Dawn/Dusk,Very High,80,Night,High
Rain,5.959,Rural,Night-lit,Very High,60,Evening,High
Clear,5.461,Highway,Dawn/Dusk,Low,50,Night,Medium
Drizzle,6.026,Rural,Night-lit,Very High,100,Afternoon,High
Clear,5.242,Rural,Dawn/Dusk,Medium,100,Morning,Medium
Clear,7.296,Intersection,Daylight,High,50,Night,Medium
Fog,5.93,Intersection,Night-lit,Medium,60,Morning,High
Clear,3.555,Urban,Daylight,Medium,50,Evening,Medium
Fog,4.231,Urban,Dawn/Dusk,Very High,60,Evening,High
Drizzle,2.765,Highway,Night-lit,Medium,50,Night,High
Rain,6.094,Intersection,Daylight,Low,60,Afternoon,Low
Clear,5.249,Rural,Night-lit,High,50,Afternoon,Medium
Clear,2.974,Intersection,Dawn/Dusk,Medium,50,Morning,Medium
Drizzle,3.257,Urban,Daylight,Low,40,Afternoon,Low
Rain,6.308,Urban,Daylight,High,100,Morning,High
Rain,6.019,Intersection,Night-lit,Low,80,Morning,High
Rain,6.88,Highway,Night-lit,High,80,Evening,High
Drizzle,4.694,Urban,Night-lit,High,40,Afternoon,Medium
Rain,4.309,Rural,Night-unlit,Medium,60,Evening,High
Clear,6.888,Urban,Daylight,Low,80,Evening,Medium
Drizzle,7.313,Urban,Daylight,Low,100,Afternoon,Medium
Clear,6.165,Rural,Night-lit,Very High,50,Night,Medium
Storm,6.938,Urban,Daylight,Medium,40,Evening,Medium
Clear,3.465,Highway,Night-unlit,Medium,40,Morning,Medium
Drizzle,7.655,Urban,Night-lit,Medium,50,Morning,Medium
Clear,2.858,Urban,Night-unlit,Medium,50,Evening,High
Clear,1.746,Urban,Dawn/Dusk,High,60,Morning,High
Clear,6.656,Urban,Daylight,Very High,50,Night,Medium
Clear,7.526,Rural,Night-lit,Very High,30,Night,Medium
Rain,3.456,Urban,Daylight,High,60,Afternoon,High
Drizzle,7.205,Highway,Dawn/Dusk,Very High,80,Evening,High
Rain,6.987,Highway,Night-lit,Very High,60,Afternoon,High
Rain,4.212,Highway,Night-lit,High,60,Afternoon,High
Drizzle,4.183,Urban,Night-lit,High,30,Night,Medium
Drizzle,4.934,Highway,Night-lit,Low,50,Night,Medium
Rain,4.75,Urban,Daylight,Medium,50,Evening,Medium
Rain,4.588,Highway,Daylight,Low,80,Afternoon,Medium
Fog,8.276,Rural,Night-lit,Medium,30,Morning,Medium
Rain,6.626,Urban,Dawn/Dusk,Medium,50,Evening,High
Drizzle,1.31,Highway,Daylight,Medium,80,Morning,High
Drizzle,5.585,Intersection,Dawn/Dusk,Medium,80,Evening,High
Rain,3.802,Urban,Night-lit,Medium,40,Evening,Medium
Clear,5.239,Rural,Night-lit,High,100,Morning,Medium
Drizzle,8.651,Urban,Night-lit,Low,40,Night,Medium
Drizzle,2.877,Urban,Daylight,Very High,60,Night,High
Clear,5.032,Urban,Night-unlit,Medium,40,Night,High
Drizzle,8.248,Urban,Daylight,Low,30,Evening,Low
Clear,4.948,Rural,Daylight,Medium,50,Morning,Low
Rain,1.956,Rural,Night-lit,Very High,50,Evening,High
Clear,5.815,Highway,Night-unlit,Medium,100,Evening,High
Clear,3.928,Highway,Night-unlit,High,40,Morning,High
Rain,5.402,Urban,Daylight,Very High,40,Afternoon,Medium
Drizzle,9.93,Highway,Night-lit,Low,80,Afternoon,Medium
Clear,6.764,Urban,Daylight,Low,50,Afternoon,Low
Clear,2.533,Urban,Daylight,Low,80,Evening,Medium
Rain,6.98,Rural,Night-unlit,Very High,80,Afternoon,High
Clear,4.553,Rural,Dawn/Dusk,High,50,Evening,Medium
Drizzle,7.609,Highway,Night-lit,Low,60,Morning,Medium
Drizzle,4.7,Highway,Daylight,High,60,Afternoon,Medium
Rain,3.262,Urban,Night-unlit,High,80,Afternoon,High
Clear,5.802,Urban,Daylight,Low,50,Night,Low
Fog,3.993,Intersection,Night-lit,Medium,40,Morning,High
Drizzle,4.524,Urban,Dawn/Dusk,Medium,50,Morning,Medium
Drizzle,6.291,Urban,Daylight,High,60,Afternoon,Medium
Clear,5.414,Intersection,Daylight,Medium,30,Morning,Low
Drizzle,2.777,Highway,Daylight,Medium,100,Morning,High
Drizzle,5.117,Intersection,Daylight,Medium,40,Morning,Medium
Clear,5.078,Rural,Night-unlit,High,60,Night,High
Clear,7.071,Rural,Night-lit,Medium,60,Afternoon,Medium
Rain,1.4,Rural,Daylight,Medium,50,Afternoon,Medium
Drizzle,3.458,Urban,Daylight,High,60,Night,High
Clear,4.417,Intersection,Night-lit,High,50,Evening,High
Drizzle,2.76,Urban,Night-unlit,Medium,50,Night,High
Storm,4.434,Highway,Night-lit,Medium,80,Afternoon,High
Drizzle,6.507,Urban,Daylight,Medium,50,Night,Medium
Drizzle,5.826,Rural,Daylight,High,60,Afternoon,High
Rain,4.8,Intersection,Night-lit,Medium,50,Evening,High
Rain,5.006,Intersection,Night-unlit,Medium,40,Afternoon,High
Clear,6.264,Urban,Daylight,Very High,50,Morning,Medium
Rain,4.454,Urban,Night-lit,Medium,30,Morning,Medium
Drizzle,6.403,Rural,Daylight,Low,40,Morning,Low
Drizzle,10.0,Urban,Dawn/Dusk,Very High,40,Night,High
Clear,4.573,Rural,Night-unlit,High,80,Morning,Medium
Fog,5.453,Urban,Night-lit,High,80,Morning,High
Clear,5.129,Highway,Daylight,High,30,Afternoon,Medium
Clear,4.327,Urban,Daylight,Low,50,Evening,Low
Clear,6.675,Urban,Daylight,Medium,50,Evening,Medium
Clear,10.0,Rural,Night-lit,Very High,60,Night,Medium
Clear,3.763,Urban,Daylight,Low,100,Evening,Medium
Fog,8.739,Rural,Dawn/Dusk,Very High,30,Morning,Medium
Clear,8.536,Urban,Night-lit,Very High,40,Evening,Medium
Clear,5.34,Urban,Night-unlit,Very High,60,Night,High
Rain,4.719,Highway,Daylight,Medium,30,Morning,Medium
Clear,1.483,Urban,Night-unlit,Medium,30,Afternoon,Medium
Drizzle,3.055,Intersection,Daylight,Low,80,Evening,High
Fog,0.4,Highway,Night-lit,Low,60,Evening,High
Clear,7.256,Rural,Daylight,High,30,Night,Medium
Rain,4.025,Urban,Night-unlit,Very High,80,Afternoon,High
Clear,4.656,Urban,Daylight,Low,60,Evening,Medium
Rain,5.148,Intersection,Night-unlit,High,100,Evening,High
Rain,6.897,Urban,Night-lit,Medium,100,Night,High
Storm,5.552,Rural,Daylight,Medium,50,Evening,Medium
Clear,3.966,Highway,Night-unlit,Very High,80,Morning,High
Rain,3.48,Highway,Night-unlit,Very High,60,Night,High
Fog,4.369,Highway,Night-lit,Low,80,Morning,High
Clear,4.814,Highway,Daylight,Very High,80,Night,High
Drizzle,1.624,Rural,Night-unlit,Low,30,Night,Medium
Clear,7.069,Highway,Daylight,Very High,50,Night,Medium
Rain,5.729,Urban,Night-lit,Medium,80,Morning,High
Rain,4.978,Highway,Daylight,Low,50,Evening,Medium
Storm,5.211,Highway,Night-lit,Low,100,Afternoon,High
Storm,5.779,Rural,Daylight,Low,80,Night,High
Clear,4.139,Urban,Daylight,Medium,50,Afternoon,Low
Rain,3.74,Intersection,Night-unlit,High,60,Night,High
Rain,4.954,Rural,Dawn/Dusk,Medium,50,Night,Medium
Drizzle,5.85,Intersection,Daylight,Very High,60,Morning,Medium
Fog,9.253,Rural,Night-lit,High,30,Morning,Medium
Rain,6.162,Urban,Night-lit,High,30,Morning,Medium
Drizzle,8.784,Intersection,Night-lit,High,50,Night,High
Drizzle,2.621,Highway,Dawn/Dusk,Low,80,Afternoon,Medium
Clear,1.478,Highway,Night-lit,Very High,100,Morning,High
Clear,5.635,Highway,Night-unlit,Medium,80,Afternoon,Medium
Rain,4.875,Rural,Night-lit,Very High,80,Afternoon,High
Rain,7.412,Intersection,Daylight,High,60,Night,High
Clear,4.464,Intersection,Daylight,Medium,40,Evening,Medium
Clear,4.694,Urban,Night-unlit,High,80,Morning,High
Rain,3.942,Intersection,Daylight,Low,30,Night,Medium
Clear,5.155,Rural,Daylight,Medium,50,Morning,Low
Rain,4.659,Intersection,Night-unlit,High,80,Evening,Medium
Rain,5.278,Urban,Daylight,High,40,Morning,Medium
Clear,3.849,Intersection,Dawn/Dusk,Low,60,Evening,Medium
Drizzle,7.632,Urban,Daylight,Very High,100,Morning,High
Drizzle,5.95,Intersection,Night-lit,Medium,40,Evening,Medium
Rain,6.183,Highway,Daylight,Very High,40,Night,High
Clear,6.436,Urban,Daylight,Medium,50,Morning,Medium
Fog,8.522,Highway,Dawn/Dusk,Medium,50,Morning,High
Clear,3.572,Highway,Night-lit,Medium,60,Morning,Medium
Rain,7.77,Urban,Night-lit,Medium,100,Afternoon,High
Clear,6.029,Highway,Night-lit,Very High,100,Morning,High
Fog,5.634,Urban,Night-lit,Very High,60,Morning,High
Rain,5.529,Rural,Night-lit,High,60,Evening,High
Rain,7.347,Highway,Daylight,Very High,80,Night,High
Clear,5.455,Highway,Daylight,Medium,50,Night,Medium
Clear,4.133,Rural,Night-lit,Medium,100,Afternoon,Medium
Clear,2.036,Intersection,Daylight,High,40,Evening,High
Clear,5.765,Rural,Daylight,Medium,30,Evening,Low
Fog,8.205,Intersection,Daylight,Medium,50,Night,Medium
Clear,6.93,Intersection,Night-unlit,High,50,Morning,Medium
Clear,1.683,Urban,Night-unlit,Low,40,Morning,Medium
Drizzle,4.091,Urban,Dawn/Dusk,Medium,60,Afternoon,Medium
Rain,7.191,Urban,Night-lit,Medium,40,Evening,Medium
Clear,6.145,Rural,Daylight,Low,80,Afternoon,Low
Storm,1.692,Urban,Dawn/Dusk,Low,40,Morning,High
Clear,10.0,Highway,Dawn/Dusk,Low,30,Night,Low
Drizzle,2.436,Rural,Daylight,Medium,50,Morning,Medium
Clear,5.44,Intersection,Daylight,Medium,60,Night,Medium
Fog,5.609,Urban,Night-unlit,Medium,80,Morning,High
Rain,3.225,Urban,Daylight,Medium,40,Night,Medium
Drizzle,5.842,Intersection,Night-unlit,High,80,Evening,High
Drizzle,4.18,Intersection,Night-lit,Medium,40,Afternoon,Medium
Rain,4.173,Urban,Dawn/Dusk,High,40,Evening,High
Clear,3.187,Urban,Daylight,Low,40,Night,Medium
Fog,6.418,Intersection,Night-lit,Medium,80,Night,High
Drizzle,0.923,Urban,Night-lit,Medium,100,Night,High
Rain,4.125,Rural,Daylight,Medium,30,Night,Medium
Rain,7.204,Urban,Daylight,Medium,80,Evening,Medium
Clear,7.155,Urban,Dawn/Dusk,Medium,60,Night,Medium
Fog,2.476,Highway,Night-lit,Low,40,Afternoon,High
Rain,7.117,Highway,Daylight,High,60,Morning,High
Rain,7.762,Highway,Daylight,Low,60,Evening,Medium
Drizzle,9.19,Highway,Night-lit,Very High,50,Night,High
Clear,8.478,Urban,Night-unlit,Low,60,Afternoon,Medium
Rain,6.193,Highway,Night-lit,Medium,80,Afternoon,Medium
Fog,4.195,Highway,Daylight,Very High,60,Evening,High
Rain,2.806,Rural,Daylight,Low,30,Morning,Medium
Rain,1.012,Highway,Daylight,Very High,100,Morning,High
Rain,2.661,Intersection,Night-lit,Medium,60,Afternoon,High
Clear,4.331,Intersection,Night-lit,Medium,60,Morning,Medium
Clear,5.367,Urban,Daylight,Medium,40,Morning,Low
Clear,8.239,Urban,Daylight,High,40,Night,Medium
Clear,5.302,Intersection,Dawn/Dusk,Very High,50,Night,High
Clear,6.736,Highway,Daylight,Low,60,Evening,Low
Rain,8.027,Rural,Night-lit,High,100,Evening,High
Clear,7.358,Urban,Daylight,Medium,40,Afternoon,Low
Drizzle,3.293,Rural,Dawn/Dusk,Low,50,Morning,Medium
Clear,3.179,Urban,Daylight,Medium,50,Afternoon,Medium
Drizzle,3.143,Highway,Daylight,Very High,30,Afternoon,Medium
Rain,6.978,Intersection,Daylight,Medium,80,Afternoon,High
Clear,6.822,Intersection,Daylight,Medium,40,Morning,Medium
Rain,5.806,Highway,Daylight,Low,60,Evening,Medium
Clear,6.935,Urban,Dawn/Dusk,High,50,Evening,Medium
Clear,5.553,Rural,Night-lit,Very High,100,Evening,High
Storm,9.374,Rural,Dawn/Dusk,High,60,Night,High
Drizzle,4.074,Highway,Night-lit,Low,30,Night,Medium
Drizzle,3.22,Urban,Daylight,High,80,Afternoon,Medium
Drizzle,5.17,Urban,Dawn/Dusk,Very High,60,Night,High
Clear,8.812,Highway,Night-lit,Low,100,Morning,Medium
Rain,4.654,Urban,Daylight,High,40,Night,High
Drizzle,4.842,Intersection,Daylight,High,80,Afternoon,Medium
Clear,5.412,Urban,Night-lit,High,50,Afternoon,Medium
Fog,4.252,Rural,Daylight,High,40,Afternoon,Medium
Drizzle,6.508,Highway,Night-lit,High,40,Night,High
Storm,5.818,Intersection,Night-lit,Very High,100,Night,High
Rain,5.153,Highway,Night-unlit,Low,100,Night,High
Clear,2.607,Rural,Night-lit,Very High,60,Afternoon,High
Drizzle,4.651,Urban,Night-lit,High,30,Afternoon,Medium
Clear,3.508,Urban,Dawn/Dusk,Very High,80,Morning,Medium
Drizzle,6.44,Urban,Daylight,Medium,40,Evening,Medium
Clear,3.696,Urban,Dawn/Dusk,Medium,60,Afternoon,Medium
Drizzle,0.506,Highway,Daylight,High,50,Afternoon,High
Drizzle,5.278,Urban,Daylight,Very High,60,Afternoon,Medium
Fog,5.592,Urban,Night-lit,Low,40,Morning,Medium
Rain,4.406,Rural,Daylight,Very High,40,Afternoon,Medium
Clear,4.242,Highway,Night-lit,Medium,60,Morning,Medium
Fog,3.747,Rural,Dawn/Dusk,Medium,80,Afternoon,High
Drizzle,5.238,Highway,Night-lit,Low,40,Morning,Medium
Clear,2.385,Urban,Daylight,Medium,60,Night,Medium
Clear,6.009,Urban,Daylight,Low,50,Night,Low
Drizzle,3.285,Intersection,Daylight,Medium,80,Morning,Medium
Clear,6.51,Highway,Night-lit,Very High,30,Morning,Medium
Clear,5.028,Highway,Night-unlit,Very High,60,Night,High
Drizzle,4.67,Urban,Night-lit,High,30,Afternoon,Medium
Clear,5.487,Highway,Dawn/Dusk,Medium,80,Afternoon,Medium
Rain,7.212,Urban,Night-unlit,Very High,50,Morning,High
Rain,5.483,Urban,Daylight,Low,60,Morning,Medium
Clear,4.22,Urban,Daylight,Medium,50,Morning,Medium
Rain,0.949,Rural,Dawn/Dusk,Low,80,Evening,High
Rain,8.108,Urban,Night-lit,Medium,40,Night,Medium
Fog,9.077,Urban,Night-lit,High,40,Night,High
Fog,3.923,Intersection,Night-lit,High,30,Morning,High
Rain,5.447,Highway,Dawn/Dusk,High,40,Morning,Medium
Fog,8.456,Urban,Daylight,Medium,100,Evening,High
Clear,4.958,Urban,Daylight,High,50,Morning,Medium
Rain,6.853,Intersection,Daylight,High,40,Evening,Medium
Fog,6.555,Urban,Daylight,High,60,Evening,High
Drizzle,4.691,Rural,Daylight,High,80,Night,Medium
Rain,5.504,Urban,Daylight,Low,80,Morning,Medium
Fog,4.945,Urban,Daylight,High,50,Morning,Medium
Drizzle,6.353,Highway,Night-lit,High,40,Afternoon,Medium
Drizzle,5.494,Rural,Night-lit,High,50,Evening,Medium
Drizzle,5.246,Intersection,Daylight,Medium,50,Night,Medium
Clear,8.224,Urban,Daylight,High,30,Afternoon,Low
Clear,1.798,Rural,Night-unlit,Very High,50,Afternoon,High
Rain,0.4,Urban,Daylight,High,30,Night,High
Fog,7.872,Urban,Daylight,High,60,Night,High
Rain,4.91,Rural,Daylight,Medium,40,Night,Medium
Clear,5.178,Intersection,Daylight,Medium,60,Night,Medium
Rain,4.122,Urban,Daylight,Very High,100,Afternoon,High
Rain,3.621,Highway,Night-unlit,Medium,80,Night,High
Rain,6.754,Urban,Daylight,High,40,Morning,Medium
Rain,6.055,Urban,Daylight,Medium,60,Morning,Medium
Clear,7.169,Highway,Daylight,High,60,Morning,Medium
Clear,6.167,Highway,Daylight,Medium,30,Afternoon,Low
Clear,4.797,Rural,Night-lit,High,60,Morning,Medium
Clear,5.626,Intersection,Daylight,Medium,80,Night,Medium
Drizzle,6.959,Rural,Night-lit,High,100,Afternoon,High
Fog,4.19,Rural,Night-lit,Medium,30,Night,Medium
Drizzle,4.35,Highway,Daylight,Very High,50,Morning,Medium
Drizzle,5.432,Rural,Daylight,High,100,Morning,Medium
Clear,1.44,Urban,Night-lit,Low,80,Night,High
Clear,5.239,Highway,Night-unlit,Medium,40,Morning,Medium
Rain,1.106,Rural,Daylight,Medium,30,Night,High
Clear,6.71,Highway,Daylight,Medium,50,Night,Medium
Clear,5.54,Urban,Daylight,High,80,Night,Medium
Rain,4.645,Intersection,Daylight,Medium,50,Afternoon,Medium
Rain,5.18,Urban,Dawn/Dusk,Medium,100,Morning,High
Clear,6.741,Intersection,Night-unlit,Medium,80,Morning,Medium
Storm,6.916,Urban,Daylight,Low,60,Night,Medium
Clear,7.532,Urban,Daylight,High,50,Night,Medium
Clear,8.838,Rural,Night-unlit,High,80,Morning,Medium
Clear,2.586,Urban,Night-lit,Low,60,Morning,Medium
Drizzle,5.625,Urban,Dawn/Dusk,Medium,50,Afternoon,Medium
Clear,4.365,Rural,Night-lit,Medium,100,Evening,High
Clear,6.791,Highway,Night-unlit,Low,80,Afternoon,Low
Rain,6.097,Rural,Daylight,High,50,Morning,Medium
Rain,10.0,Urban,Night-unlit,Medium,80,Afternoon,High
Clear,5.03,Rural,Dawn/Dusk,High,60,Afternoon,Medium
Drizzle,1.44,Highway,Daylight,Medium,30,Night,Medium
Fog,3.811,Rural,Night-lit,Low,100,Night,High
Drizzle,5.287,Urban,Night-unlit,High,60,Morning,High
Drizzle,7.873,Urban,Dawn/Dusk,Medium,30,Morning,Medium
Rain,6.408,Intersection,Daylight,High,30,Evening,High
Drizzle,8.081,Highway,Daylight,High,60,Night,High
Rain,2.523,Urban,Dawn/Dusk,Medium,60,Night,High
Clear,4.003,Rural,Night-lit,Very High,50,Morning,Medium
Fog,4.709,Highway,Night-lit,Low,50,Afternoon,Medium
Storm,3.493,Urban,Night-lit,Medium,50,Morning,High
Drizzle,3.969,Urban,Dawn/Dusk,High,60,Afternoon,Medium
Clear,5.753,Highway,Dawn/Dusk,Medium,50,Evening,Medium
Rain,4.258,Highway,Daylight,High,40,Night,High
Storm,7.384,Rural,Daylight,High,50,Afternoon,Medium
Clear,8.598,Rural,Daylight,Medium,50,Morning,Low
Clear,3.423,Highway,Daylight,High,30,Evening,Medium
Clear,4.752,Urban,Daylight,Medium,80,Evening,Medium
Clear,2.127,Intersection,Night-lit,High,80,Night,High
Clear,7.641,Urban,Daylight,Medium,60,Afternoon,Low
Drizzle,4.247,Urban,Night-lit,Very High,100,Evening,High
Rain,6.71,Rural,Daylight,Low,50,Afternoon,Low
Rain,5.957,Urban,Dawn/Dusk,Very High,50,Morning,Medium
Rain,3.399,Intersection,Night-lit,Low,100,Morning,High
Rain,5.281,Highway,Daylight,Very High,50,Evening,High
Clear,4.578,Rural,Daylight,Medium,50,Evening,Low
Clear,4.063,Urban,Daylight,Medium,40,Afternoon,Low
Drizzle,4.395,Rural,Night-unlit,Very High,50,Afternoon,Medium
Rain,3.73,Highway,Dawn/Dusk,High,30,Morning,High
Drizzle,6.508,Intersection,Daylight,Low,40,Night,Medium
Rain,2.91,Urban,Night-lit,Medium,40,Evening,High
Rain,3.839,Highway,Daylight,Medium,50,Evening,Medium
Rain,7.206,Intersection,Daylight,High,100,Morning,High
Rain,2.679,Urban,Night-lit,Very High,80,Morning,High
Fog,7.901,Urban,Daylight,High,60,Morning,Low
Clear,8.085,Rural,Night-unlit,Medium,40,Afternoon,Medium
Rain,5.67,Urban,Night-lit,Medium,100,Evening,High
Clear,1.011,Highway,Night-unlit,High,60,Night,High
Drizzle,9.179,Rural,Daylight,High,80,Morning,Medium
Drizzle,7.404,Highway,Night-lit,High,80,Night,High
Clear,7.19,Urban,Dawn/Dusk,High,30,Night,Medium
Clear,5.097,Highway,Daylight,Low,50,Evening,Low
Clear,4.545,Urban,Night-lit,Medium,60,Afternoon,Medium
Clear,4.492,Rural,Daylight,Medium,40,Night,Medium
Rain,4.819,Urban,Daylight,Very High,80,Morning,High
Clear,7.071,Highway,Daylight,Medium,30,Afternoon,Medium
Drizzle,2.733,Highway,Daylight,High,40,Night,Medium
Fog,2.821,Intersection,Daylight,Low,80,Evening,High
Drizzle,10.0,Intersection,Night-lit,Very High,80,Afternoon,High
Clear,4.274,Intersection,Night-lit,Very High,50,Night,High
Clear,2.692,Urban,Night-lit,Low,30,Night,Medium
Rain,5.804,Highway,Daylight,Low,50,Morning,Medium
Drizzle,6.435,Urban,Night-unlit,Very High,80,Evening,High
Storm,2.685,Highway,Night-lit,Low,60,Evening,High
Drizzle,6.889,Highway,Dawn/Dusk,High,40,Evening,High
Clear,4.379,Rural,Daylight,High,80,Night,High
Rain,1.457,Rural,Night-unlit,High,80,Evening,Medium
Drizzle,2.642,Highway,Dawn/Dusk,Medium,30,Night,Medium
Rain,5.711,Urban,Daylight,Low,50,Afternoon,Low
Rain,1.541,Urban,Dawn/Dusk,Medium,60,Morning,High
Clear,3.844,Intersection,Daylight,Medium,50,Evening,Medium
Drizzle,7.411,Rural,Night-lit,High,50,Afternoon,Medium
Clear,6.926,Intersection,Daylight,High,50,Afternoon,Medium
Drizzle,3.142,Urban,Daylight,Medium,50,Morning,Medium
Clear,4.353,Urban,Daylight,High,50,Night,Medium
Drizzle,7.422,Rural,Night-lit,Very High,100,Evening,High
Rain,3.328,Urban,Night-lit,High,50,Afternoon,High
Clear,2.427,Highway,Daylight,Very High,80,Evening,High
Storm,4.797,Urban,Daylight,Low,100,Evening,High
Rain,0.4,Rural,Daylight,Medium,50,Evening,High
Clear,3.457,Highway,Daylight,Low,50,Night,Medium
Rain,5.62,Highway,Night-unlit,Very High,30,Evening,High
Clear,3.097,Highway,Daylight,High,60,Evening,High
Clear,4.069,Urban,Dawn/Dusk,Medium,50,Afternoon,Medium
Rain,8.755,Urban,Daylight,Low,50,Afternoon,Low
Fog,3.473,Highway,Dawn/Dusk,Medium,80,Night,High
Drizzle,7.043,Intersection,Dawn/Dusk,High,60,Afternoon,Medium
Drizzle,2.915,Urban,Dawn/Dusk,High,100,Morning,High
Clear,6.047,Urban,Daylight,High,60,Night,Medium
Drizzle,2.937,Urban,Daylight,Medium,50,Morning,Medium
Drizzle,5.604,Intersection,Daylight,High,50,Morning,Medium
Rain,3.554,Intersection,Night-lit,Medium,40,Afternoon,Medium
Drizzle,6.193,Intersection,Daylight,Low,60,Evening,Medium
Clear,1.886,Urban,Night-unlit,Low,60,Afternoon,Medium
Clear,3.241,Rural,Dawn/Dusk,High,60,Morning,Medium
Fog,4.247,Highway,Night-lit,Medium,40,Morning,Medium
Rain,5.82,Urban,Night-unlit,Low,60,Evening,Medium
Rain,3.964,Urban,Night-unlit,Very High,60,Evening,High
Clear,6.091,Highway,Night-lit,Medium,80,Night,High
Clear,3.261,Highway,Daylight,Low,60,Morning,Medium
Rain,6.874,Urban,Daylight,Medium,100,Morning,Medium
Clear,4.87,Urban,Dawn/Dusk,Medium,50,Evening,Medium
Drizzle,5.294,Highway,Night-lit,Medium,40,Night,High
Clear,5.799,Rural,Daylight,Low,30,Afternoon,Low
Drizzle,5.207,Highway,Night-lit,Very High,60,Evening,High
Drizzle,7.052,Urban,Daylight,High,80,Night,Medium
Fog,3.125,Urban,Daylight,High,100,Night,High
Clear,4.987,Rural,Night-lit,High,60,Afternoon,Medium
Drizzle,5.984,Highway,Night-unlit,Medium,50,Morning,Medium
Clear,7.662,Urban,Daylight,High,100,Evening,High
Rain,2.538,Highway,Daylight,Very High,50,Afternoon,Medium
Clear,2.553,Urban,Dawn/Dusk,High,60,Afternoon,High
Rain,4.64,Urban,Daylight,Medium,60,Night,Medium
Fog,3.36,Highway,Night-unlit,Low,60,Morning,High
